Name,CCA,Indicator
CHIJ St. Nicholas Girls' School (Primary Section),Artistic Swimming,
Canberra Primary School,Artistic Swimming,
Canossa Catholic Primary School,Artistic Swimming,
Cantonment Primary School,Artistic Swimming,
Casuarina Primary School,Artistic Swimming,
Catholic High School (Primary Section),Artistic Swimming,
Cedar Primary School,Artistic Swimming,
Changkat Primary School,Artistic Swimming,
Chongfu School,Artistic Swimming,
Chongzheng Primary School,Artistic Swimming,
Chua Chu Kang Primary School,Artistic Swimming,
Clementi Primary School,Artistic Swimming,
Compassvale Primary School,Artistic Swimming,
Concord Primary School,Artistic Swimming,
Corporation Primary School,Artistic Swimming,
Damai Primary School,Artistic Swimming,
Dazhong Primary School,Artistic Swimming,
De La Salle School,Artistic Swimming,
East Spring Primary School,Artistic Swimming,
Edgefield Primary School,Artistic Swimming,
Elias Park Primary School,Artistic Swimming,
Endeavour Primary School,Artistic Swimming,
Evergreen Primary School,Artistic Swimming,
Fairfield Methodist School (Primary),Artistic Swimming,
Farrer Park Primary School,Artistic Swimming,
Fengshan Primary School,Artistic Swimming,
Fern Green Primary School,Artistic Swimming,
Fernvale Primary School,Artistic Swimming,
First Toa Payoh Primary School,Artistic Swimming,
Frontier Primary School,Artistic Swimming,
Fuchun Primary School,Artistic Swimming,
Fuhua Primary School,Artistic Swimming,
Gan Eng Seng Primary School,Artistic Swimming,
Geylang Methodist School (Primary),Artistic Swimming,
Gongshang Primary School,Artistic Swimming,
Greendale Primary School,Artistic Swimming,
Greenridge Primary School,Artistic Swimming,
Greenwood Primary School,Artistic Swimming,
Haig Girls' School,Artistic Swimming,
Henry Park Primary School,Artistic Swimming,
Holy Innocents' Primary School,Artistic Swimming,
Hong Wen School,Artistic Swimming,
Horizon Primary School,Artistic Swimming,
Hougang Primary School,Artistic Swimming,
Huamin Primary School,Artistic Swimming,
Innova Primary School,Artistic Swimming,
Jiemin Primary School,Artistic Swimming,
Jing Shan Primary School,Artistic Swimming,
Junyuan Primary School,Artistic Swimming,
Jurong Primary School,Artistic Swimming,
Jurong West Primary School,Artistic Swimming,
Keming Primary School,Artistic Swimming,
Kheng Cheng School,Artistic Swimming,
Kong Hwa School,Artistic Swimming,
Kranji Primary School,Artistic Swimming,
Kuo Chuan Presbyterian Primary School,Artistic Swimming,
Lakeside Primary School,Artistic Swimming,
Lianhua Primary School,Artistic Swimming,
Maha Bodhi School,Artistic Swimming,
Maris Stella High School (Primary Section),Artistic Swimming,
Marsiling Primary School,Artistic Swimming,
Marymount Convent School,Artistic Swimming,
Mayflower Primary School,Artistic Swimming,
Mee Toh School,Artistic Swimming,
Meridian Primary School,Artistic Swimming,
Methodist Girls' School (Primary),Artistic Swimming,1.0
Montfort Junior School,Artistic Swimming,
Nan Chiau Primary School,Artistic Swimming,
Nan Hua Primary School,Artistic Swimming,
Nanyang Primary School,Artistic Swimming,
Naval Base Primary School,Artistic Swimming,
New Town Primary School,Artistic Swimming,
Ngee Ann Primary School,Artistic Swimming,
North Spring Primary School,Artistic Swimming,
North View Primary School,Artistic Swimming,
North Vista Primary School,Artistic Swimming,
Northland Primary School,Artistic Swimming,
Northoaks Primary School,Artistic Swimming,
Northshore Primary School,Artistic Swimming,
Oasis Primary School,Artistic Swimming,
Opera Estate Primary School,Artistic Swimming,
Palm View Primary School,Artistic Swimming,
Park View Primary School,Artistic Swimming,
Pasir Ris Primary School,Artistic Swimming,
Paya Lebar Methodist Girls' School (Primary),Artistic Swimming,
Pei Chun Public School,Artistic Swimming,
Pei Hwa Presbyterian Primary School,Artistic Swimming,
Pei Tong Primary School,Artistic Swimming,
Peiying Primary School,Artistic Swimming,
Poi Ching School,Artistic Swimming,
Princess Elizabeth Primary School,Artistic Swimming,
Punggol Cove Primary School,Artistic Swimming,
Punggol Green Primary School,Artistic Swimming,
Punggol Primary School,Artistic Swimming,
Punggol View Primary School,Artistic Swimming,
Qifa Primary School,Artistic Swimming,
Qihua Primary School,Artistic Swimming,
Queenstown Primary School,Artistic Swimming,
Radin Mas Primary School,Artistic Swimming,
Raffles Girls' Primary School,Artistic Swimming,
Red Swastika School,Artistic Swimming,
River Valley Primary School,Artistic Swimming,
Riverside Primary School,Artistic Swimming,
Rivervale Primary School,Artistic Swimming,
Rosyth School,Artistic Swimming,
Rulang Primary School,Artistic Swimming,
Sembawang Primary School,Artistic Swimming,
Seng Kang Primary School,Artistic Swimming,
Sengkang Green Primary School,Artistic Swimming,
Shuqun Primary School,Artistic Swimming,
Si Ling Primary School,Artistic Swimming,
Singapore Chinese Girls' Primary School,Artistic Swimming,
South View Primary School,Artistic Swimming,
Springdale Primary School,Artistic Swimming,
St. Andrew's Junior School,Artistic Swimming,
St. Anthony's Canossian Primary School,Artistic Swimming,
St. Anthony's Primary School,Artistic Swimming,
St. Gabriel's Primary School,Artistic Swimming,
St. Hilda's Primary School,Artistic Swimming,
St. Joseph's Institution Junior,Artistic Swimming,
St. Margaret's Primary School,Artistic Swimming,
St. Stephen's School,Artistic Swimming,
Tampines North Primary School,Artistic Swimming,
Tampines Primary School,Artistic Swimming,
Tanjong Katong Primary School,Artistic Swimming,
Tao Nan School,Artistic Swimming,
Teck Ghee Primary School,Artistic Swimming,
Teck Whye Primary School,Artistic Swimming,
Telok Kurau Primary School,Artistic Swimming,
Temasek Primary School,Artistic Swimming,
Townsville Primary School,Artistic Swimming,
Unity Primary School,Artistic Swimming,
Valour Primary School,Artistic Swimming,
Waterway Primary School,Artistic Swimming,
Wellington Primary School,Artistic Swimming,
West Grove Primary School,Artistic Swimming,
West Spring Primary School,Artistic Swimming,
West View Primary School,Artistic Swimming,
Westwood Primary School,Artistic Swimming,
White Sands Primary School,Artistic Swimming,
Woodgrove Primary School,Artistic Swimming,
Woodlands Primary School,Artistic Swimming,
Woodlands Ring Primary School,Artistic Swimming,
Xinghua Primary School,Artistic Swimming,
Xingnan Primary School,Artistic Swimming,
Xinmin Primary School,Artistic Swimming,
Xishan Primary School,Artistic Swimming,
Yangzheng Primary School,Artistic Swimming,
Yew Tee Primary School,Artistic Swimming,
Yio Chu Kang Primary School,Artistic Swimming,
Yishun Primary School,Artistic Swimming,
Yu Neng Primary School,Artistic Swimming,
Yuhua Primary School,Artistic Swimming,
Yumin Primary School,Artistic Swimming,
Zhangde Primary School,Artistic Swimming,
Zhenghua Primary School,Artistic Swimming,
Zhonghua Primary School,Artistic Swimming,
Admiralty Primary School,Audio Visual Aid,
Ahmad Ibrahim Primary School,Audio Visual Aid,
Ai Tong School,Audio Visual Aid,
Alexandra Primary School,Audio Visual Aid,
Anchor Green Primary School,Audio Visual Aid,
Anderson Primary School,Audio Visual Aid,
Ang Mo Kio Primary School,Audio Visual Aid,
Anglo-Chinese School (Junior),Audio Visual Aid,
Anglo-Chinese School (Primary),Audio Visual Aid,1.0
Angsana Primary School,Audio Visual Aid,
Beacon Primary School,Audio Visual Aid,
Bedok Green Primary School,Audio Visual Aid,
Bendemeer Primary School,Audio Visual Aid,
Blangah Rise Primary School,Audio Visual Aid,
Boon Lay Garden Primary School,Audio Visual Aid,1.0
Bukit Panjang Primary School,Audio Visual Aid,
Bukit Timah Primary School,Audio Visual Aid,
Bukit View Primary School,Audio Visual Aid,
CHIJ (Katong) Primary,Audio Visual Aid,
CHIJ (Kellock),Audio Visual Aid,
CHIJ Our Lady Queen of Peace,Audio Visual Aid,
CHIJ Our Lady of Good Counsel,Audio Visual Aid,
CHIJ Our Lady of the Nativity,Audio Visual Aid,
CHIJ Primary (Toa Payoh),Audio Visual Aid,
CHIJ St. Nicholas Girls' School (Primary Section),Audio Visual Aid,1.0
Canberra Primary School,Audio Visual Aid,
Canossa Catholic Primary School,Audio Visual Aid,
Cantonment Primary School,Audio Visual Aid,
Casuarina Primary School,Audio Visual Aid,
Catholic High School (Primary Section),Audio Visual Aid,
Cedar Primary School,Audio Visual Aid,
Changkat Primary School,Audio Visual Aid,
Chongfu School,Audio Visual Aid,
Chongzheng Primary School,Audio Visual Aid,
Chua Chu Kang Primary School,Audio Visual Aid,
Clementi Primary School,Audio Visual Aid,
Compassvale Primary School,Audio Visual Aid,
Concord Primary School,Audio Visual Aid,
Corporation Primary School,Audio Visual Aid,
Damai Primary School,Audio Visual Aid,
Dazhong Primary School,Audio Visual Aid,
De La Salle School,Audio Visual Aid,
East Spring Primary School,Audio Visual Aid,
Edgefield Primary School,Audio Visual Aid,
Elias Park Primary School,Audio Visual Aid,
Endeavour Primary School,Audio Visual Aid,
Evergreen Primary School,Audio Visual Aid,
Fairfield Methodist School (Primary),Audio Visual Aid,
Farrer Park Primary School,Audio Visual Aid,
Fengshan Primary School,Audio Visual Aid,
Fern Green Primary School,Audio Visual Aid,
Fernvale Primary School,Audio Visual Aid,
First Toa Payoh Primary School,Audio Visual Aid,
Frontier Primary School,Audio Visual Aid,
Fuchun Primary School,Audio Visual Aid,
Fuhua Primary School,Audio Visual Aid,
Gan Eng Seng Primary School,Audio Visual Aid,
Geylang Methodist School (Primary),Audio Visual Aid,
Gongshang Primary School,Audio Visual Aid,
Greendale Primary School,Audio Visual Aid,
Greenridge Primary School,Audio Visual Aid,
Greenwood Primary School,Audio Visual Aid,
Haig Girls' School,Audio Visual Aid,
Henry Park Primary School,Audio Visual Aid,
Holy Innocents' Primary School,Audio Visual Aid,
Hong Wen School,Audio Visual Aid,
Horizon Primary School,Audio Visual Aid,
Hougang Primary School,Audio Visual Aid,
Huamin Primary School,Audio Visual Aid,
Innova Primary School,Audio Visual Aid,
Jiemin Primary School,Audio Visual Aid,
Jing Shan Primary School,Audio Visual Aid,
Junyuan Primary School,Audio Visual Aid,
Jurong Primary School,Audio Visual Aid,
Jurong West Primary School,Audio Visual Aid,
Keming Primary School,Audio Visual Aid,
Kheng Cheng School,Audio Visual Aid,
Kong Hwa School,Audio Visual Aid,
Kranji Primary School,Audio Visual Aid,
Kuo Chuan Presbyterian Primary School,Audio Visual Aid,
Lakeside Primary School,Audio Visual Aid,
Lianhua Primary School,Audio Visual Aid,
Maha Bodhi School,Audio Visual Aid,
Maris Stella High School (Primary Section),Audio Visual Aid,
Marsiling Primary School,Audio Visual Aid,
Marymount Convent School,Audio Visual Aid,
Mayflower Primary School,Audio Visual Aid,
Mee Toh School,Audio Visual Aid,
Meridian Primary School,Audio Visual Aid,
Methodist Girls' School (Primary),Audio Visual Aid,
Montfort Junior School,Audio Visual Aid,
Nan Chiau Primary School,Audio Visual Aid,
Nan Hua Primary School,Audio Visual Aid,
Nanyang Primary School,Audio Visual Aid,
Naval Base Primary School,Audio Visual Aid,
New Town Primary School,Audio Visual Aid,
Ngee Ann Primary School,Audio Visual Aid,
North Spring Primary School,Audio Visual Aid,
North View Primary School,Audio Visual Aid,
North Vista Primary School,Audio Visual Aid,
Northland Primary School,Audio Visual Aid,
Northoaks Primary School,Audio Visual Aid,
Northshore Primary School,Audio Visual Aid,
Oasis Primary School,Audio Visual Aid,
Opera Estate Primary School,Audio Visual Aid,
Palm View Primary School,Audio Visual Aid,
Park View Primary School,Audio Visual Aid,
Pasir Ris Primary School,Audio Visual Aid,
Paya Lebar Methodist Girls' School (Primary),Audio Visual Aid,
Pei Chun Public School,Audio Visual Aid,
Pei Hwa Presbyterian Primary School,Audio Visual Aid,
Pei Tong Primary School,Audio Visual Aid,
Peiying Primary School,Audio Visual Aid,
Poi Ching School,Audio Visual Aid,
Princess Elizabeth Primary School,Audio Visual Aid,
Punggol Cove Primary School,Audio Visual Aid,
Punggol Green Primary School,Audio Visual Aid,
Punggol Primary School,Audio Visual Aid,
Punggol View Primary School,Audio Visual Aid,
Qifa Primary School,Audio Visual Aid,
Qihua Primary School,Audio Visual Aid,
Queenstown Primary School,Audio Visual Aid,
Radin Mas Primary School,Audio Visual Aid,
Raffles Girls' Primary School,Audio Visual Aid,
Red Swastika School,Audio Visual Aid,
River Valley Primary School,Audio Visual Aid,
Riverside Primary School,Audio Visual Aid,
Rivervale Primary School,Audio Visual Aid,
Rosyth School,Audio Visual Aid,
Rulang Primary School,Audio Visual Aid,
Sembawang Primary School,Audio Visual Aid,
Seng Kang Primary School,Audio Visual Aid,
Sengkang Green Primary School,Audio Visual Aid,
Shuqun Primary School,Audio Visual Aid,
Si Ling Primary School,Audio Visual Aid,
Singapore Chinese Girls' Primary School,Audio Visual Aid,
South View Primary School,Audio Visual Aid,
Springdale Primary School,Audio Visual Aid,
St. Andrew's Junior School,Audio Visual Aid,
St. Anthony's Canossian Primary School,Audio Visual Aid,
St. Anthony's Primary School,Audio Visual Aid,
St. Gabriel's Primary School,Audio Visual Aid,
St. Hilda's Primary School,Audio Visual Aid,
St. Joseph's Institution Junior,Audio Visual Aid,
St. Margaret's Primary School,Audio Visual Aid,
St. Stephen's School,Audio Visual Aid,
Tampines North Primary School,Audio Visual Aid,
Tampines Primary School,Audio Visual Aid,
Tanjong Katong Primary School,Audio Visual Aid,
Tao Nan School,Audio Visual Aid,
Teck Ghee Primary School,Audio Visual Aid,
Teck Whye Primary School,Audio Visual Aid,1.0
Telok Kurau Primary School,Audio Visual Aid,
Temasek Primary School,Audio Visual Aid,
Townsville Primary School,Audio Visual Aid,
Unity Primary School,Audio Visual Aid,
Valour Primary School,Audio Visual Aid,
Waterway Primary School,Audio Visual Aid,
Wellington Primary School,Audio Visual Aid,
West Grove Primary School,Audio Visual Aid,
West Spring Primary School,Audio Visual Aid,
West View Primary School,Audio Visual Aid,
Westwood Primary School,Audio Visual Aid,
White Sands Primary School,Audio Visual Aid,
Woodgrove Primary School,Audio Visual Aid,
Woodlands Primary School,Audio Visual Aid,
Woodlands Ring Primary School,Audio Visual Aid,
Xinghua Primary School,Audio Visual Aid,
Xingnan Primary School,Audio Visual Aid,
Xinmin Primary School,Audio Visual Aid,
Xishan Primary School,Audio Visual Aid,
Yangzheng Primary School,Audio Visual Aid,
Yew Tee Primary School,Audio Visual Aid,
Yio Chu Kang Primary School,Audio Visual Aid,
Yishun Primary School,Audio Visual Aid,
Yu Neng Primary School,Audio Visual Aid,
Yuhua Primary School,Audio Visual Aid,
Yumin Primary School,Audio Visual Aid,
Zhangde Primary School,Audio Visual Aid,
Zhenghua Primary School,Audio Visual Aid,
Zhonghua Primary School,Audio Visual Aid,
Admiralty Primary School,Badminton,
Ahmad Ibrahim Primary School,Badminton,1.0
Ai Tong School,Badminton,1.0
Alexandra Primary School,Badminton,1.0
Anchor Green Primary School,Badminton,
Anderson Primary School,Badminton,1.0
Ang Mo Kio Primary School,Badminton,1.0
Anglo-Chinese School (Junior),Badminton,1.0
Anglo-Chinese School (Primary),Badminton,1.0
Angsana Primary School,Badminton,1.0
Beacon Primary School,Badminton,
Bedok Green Primary School,Badminton,1.0
Bendemeer Primary School,Badminton,
Blangah Rise Primary School,Badminton,1.0
Boon Lay Garden Primary School,Badminton,
Bukit Panjang Primary School,Badminton,1.0
Bukit Timah Primary School,Badminton,1.0
Bukit View Primary School,Badminton,1.0
CHIJ (Katong) Primary,Badminton,1.0
CHIJ (Kellock),Badminton,
CHIJ Our Lady Queen of Peace,Badminton,
CHIJ Our Lady of Good Counsel,Badminton,1.0
CHIJ Our Lady of the Nativity,Badminton,
CHIJ Primary (Toa Payoh),Badminton,
CHIJ St. Nicholas Girls' School (Primary Section),Badminton,1.0
Canberra Primary School,Badminton,1.0
Canossa Catholic Primary School,Badminton,
Cantonment Primary School,Badminton,1.0
Casuarina Primary School,Badminton,1.0
Catholic High School (Primary Section),Badminton,
Cedar Primary School,Badminton,
Changkat Primary School,Badminton,
Chongfu School,Badminton,
Chongzheng Primary School,Badminton,
Chua Chu Kang Primary School,Badminton,1.0
Clementi Primary School,Badminton,1.0
Compassvale Primary School,Badminton,
Concord Primary School,Badminton,1.0
Corporation Primary School,Badminton,
Damai Primary School,Badminton,
Dazhong Primary School,Badminton,
De La Salle School,Badminton,
East Spring Primary School,Badminton,
Edgefield Primary School,Badminton,
Elias Park Primary School,Badminton,
Endeavour Primary School,Badminton,1.0
Evergreen Primary School,Badminton,1.0
Fairfield Methodist School (Primary),Badminton,1.0
Farrer Park Primary School,Badminton,
Fengshan Primary School,Badminton,
Fern Green Primary School,Badminton,
Fernvale Primary School,Badminton,1.0
First Toa Payoh Primary School,Badminton,
Frontier Primary School,Badminton,1.0
Fuchun Primary School,Badminton,1.0
Fuhua Primary School,Badminton,1.0
Gan Eng Seng Primary School,Badminton,1.0
Geylang Methodist School (Primary),Badminton,1.0
Gongshang Primary School,Badminton,1.0
Greendale Primary School,Badminton,1.0
Greenridge Primary School,Badminton,1.0
Greenwood Primary School,Badminton,
Haig Girls' School,Badminton,1.0
Henry Park Primary School,Badminton,1.0
Holy Innocents' Primary School,Badminton,1.0
Hong Wen School,Badminton,1.0
Horizon Primary School,Badminton,1.0
Hougang Primary School,Badminton,
Huamin Primary School,Badminton,1.0
Innova Primary School,Badminton,
